id,timestamp,type,value,isSynced
2973,2025-05-07 16:05:00.321,heart_rate,92,0.0
2974,2025-05-07 16:05:00.323,heart_rate,91,0.0
2975,2025-05-07 16:05:00.325,heart_rate,91,0.0
2976,2025-05-07 16:05:00.326,heart_rate,92,0.0
2977,2025-05-07 16:05:00.327,heart_rate,93,0.0
2978,2025-05-07 16:05:00.328,heart_rate,93,0.0
2979,2025-05-07 16:05:00.329,heart_rate,92,0.0
2980,2025-05-07 16:05:00.330,heart_rate,91,0.0
2981,2025-05-07 16:05:00.331,heart_rate,91,0.0
2982,2025-05-07 16:05:00.332,heart_rate,90,0.0
2983,2025-05-07 16:05:00.333,heart_rate,88,0.0
2984,2025-05-07 16:05:01.330,heart_rate,87,0.0
2985,2025-05-07 16:05:02.335,heart_rate,86,0.0
2986,2025-05-07 16:05:03.332,heart_rate,83,0.0
2987,2025-05-07 16:05:04.336,heart_rate,82,0.0
2988,2025-05-07 16:05:05.338,heart_rate,81,0.0
2989,2025-05-07 16:05:06.336,heart_rate,81,0.0
2990,2025-05-07 16:05:07.341,heart_rate,82,0.0
2991,2025-05-07 16:05:08.341,heart_rate,82,0.0
2992,2025-05-07 16:05:09.341,heart_rate,82,0.0
2993,2025-05-07 16:05:10.348,heart_rate,81,0.0
2994,2025-05-07 16:05:11.346,heart_rate,81,0.0
2995,2025-05-07 16:05:12.349,heart_rate,81,0.0
2996,2025-05-07 16:05:13.350,heart_rate,81,0.0
2997,2025-05-07 16:05:14.356,heart_rate,80,0.0
2998,2025-05-07 16:05:15.354,heart_rate,80,0.0
2999,2025-05-07 16:05:16.360,heart_rate,80,0.0
3000,2025-05-07 16:05:17.360,heart_rate,79,0.0
3001,2025-05-07 16:05:18.359,heart_rate,79,0.0
3002,2025-05-07 16:05:19.364,heart_rate,78,0.0
3003,2025-05-07 16:05:20.365,heart_rate,77,0.0
3004,2025-05-07 16:05:21.368,heart_rate,76,0.0
3005,2025-05-07 16:05:22.366,heart_rate,76,0.0
3006,2025-05-07 16:05:23.371,heart_rate,75,0.0
3007,2025-05-07 16:05:24.370,heart_rate,75,0.0
3008,2025-05-07 16:05:25.373,heart_rate,75,0.0
3009,2025-05-07 16:05:26.374,heart_rate,75,0.0
3010,2025-05-07 16:05:27.375,heart_rate,75,0.0
3011,2025-05-07 16:05:28.377,heart_rate,75,0.0
3012,2025-05-07 16:05:29.382,heart_rate,76,0.0
3013,2025-05-07 16:05:30.386,heart_rate,75,0.0
3014,2025-05-07 16:05:31.386,heart_rate,76,0.0
3015,2025-05-07 16:07:55.796,heart_rate,75,0.0
3016,2025-05-07 16:07:56.801,heart_rate,0,0.0
3017,2025-05-07 16:07:57.801,heart_rate,0,0.0
3018,2025-05-07 16:07:58.802,heart_rate,0,0.0
3019,2025-05-07 16:07:59.799,heart_rate,0,0.0
3020,2025-05-07 16:08:00.806,heart_rate,0,0.0
3021,2025-05-07 16:08:01.807,heart_rate,0,0.0
3022,2025-05-07 16:08:02.808,heart_rate,0,0.0
3023,2025-05-07 16:08:03.810,heart_rate,0,0.0
3024,2025-05-07 16:08:04.812,heart_rate,0,0.0
3025,2025-05-07 16:08:05.813,heart_rate,0,0.0
3026,2025-05-07 16:08:06.818,heart_rate,0,0.0
3027,2025-05-07 16:08:07.817,heart_rate,0,0.0
3028,2025-05-07 16:08:08.811,heart_rate,0,0.0
3029,2025-05-07 16:08:09.814,heart_rate,0,0.0
3030,2025-05-07 16:08:10.821,heart_rate,0,0.0
3031,2025-05-07 16:08:11.824,heart_rate,0,0.0
3032,2025-05-07 16:08:12.826,heart_rate,0,0.0
3033,2025-05-07 16:08:13.831,heart_rate,89,0.0
3034,2025-05-07 16:08:14.829,heart_rate,89,0.0
3035,2025-05-07 16:08:15.837,heart_rate,90,0.0
3036,2025-05-07 16:08:16.832,heart_rate,90,0.0
3037,2025-05-07 16:08:17.837,heart_rate,89,0.0
3038,2025-05-07 16:08:18.836,heart_rate,89,0.0
3039,2025-05-07 16:08:19.837,heart_rate,89,0.0
3040,2025-05-07 16:08:20.839,heart_rate,89,0.0
3041,2025-05-07 16:08:21.841,heart_rate,89,0.0
3042,2025-05-07 16:08:22.845,heart_rate,90,0.0
3043,2025-05-07 16:08:23.842,heart_rate,90,0.0
3044,2025-05-07 16:08:24.850,heart_rate,91,0.0
3045,2025-05-07 16:08:25.848,heart_rate,90,0.0
3046,2025-05-07 16:08:26.850,heart_rate,89,0.0
3047,2025-05-07 16:08:27.852,heart_rate,89,0.0
3048,2025-05-07 16:08:28.857,heart_rate,87,0.0
3049,2025-05-07 16:08:29.860,heart_rate,86,0.0
3050,2025-05-07 16:08:30.856,heart_rate,86,0.0
3051,2025-05-07 16:08:31.862,heart_rate,85,0.0
3052,2025-05-07 16:08:32.863,heart_rate,84,0.0
3053,2025-05-07 16:08:33.862,heart_rate,84,0.0
3054,2025-05-07 16:08:34.859,heart_rate,85,0.0
3055,2025-05-07 16:08:35.867,heart_rate,85,0.0
3056,2025-05-07 16:08:36.871,heart_rate,84,0.0
3057,2025-05-07 16:08:37.875,heart_rate,85,0.0
3058,2025-05-07 16:08:38.875,heart_rate,85,0.0
3059,2025-05-07 16:08:39.876,heart_rate,84,0.0
3060,2025-05-07 16:08:40.872,heart_rate,84,0.0
3061,2025-05-07 16:08:41.877,heart_rate,84,0.0
3062,2025-05-07 16:08:42.881,heart_rate,0,0.0
3063,2025-05-07 16:08:43.884,heart_rate,86,0.0
3064,2025-05-07 16:08:44.885,heart_rate,85,0.0
3065,2025-05-07 16:08:45.883,heart_rate,85,0.0
3066,2025-05-07 16:08:46.887,heart_rate,83,0.0
3067,2025-05-07 16:08:47.888,heart_rate,82,0.0
3068,2025-05-07 16:08:48.894,heart_rate,83,0.0
3069,2025-05-07 16:08:49.893,heart_rate,84,0.0
3070,2025-05-07 16:08:50.897,heart_rate,81,0.0
3071,2025-05-07 16:08:51.900,heart_rate,79,0.0
3072,2025-05-07 16:08:52.900,heart_rate,74,0.0
3073,2025-05-07 16:08:53.912,heart_rate,0,0.0
3074,2025-05-07 16:08:54.906,heart_rate,73,0.0
3075,2025-05-07 16:08:55.908,heart_rate,72,0.0
3076,2025-05-07 16:08:58.920,heart_rate,70,0.0
3077,2025-05-07 16:08:58.925,heart_rate,69,0.0
3078,2025-05-07 16:08:58.928,heart_rate,67,0.0
3079,2025-05-07 16:08:59.921,heart_rate,69,0.0
3080,2025-05-07 16:09:00.921,heart_rate,69,0.0
3081,2025-05-07 16:10:00.277,heart_rate,70,0.0
3082,2025-05-07 16:10:00.280,heart_rate,72,0.0
3083,2025-05-07 16:10:00.282,heart_rate,71,0.0
3084,2025-05-07 16:10:00.284,heart_rate,71,0.0
3085,2025-05-07 16:10:00.286,heart_rate,72,0.0
3086,2025-05-07 16:10:00.288,heart_rate,75,0.0
3087,2025-05-07 16:10:00.290,heart_rate,76,0.0
3088,2025-05-07 16:10:00.297,heart_rate,78,0.0
3089,2025-05-07 16:10:00.298,heart_rate,80,0.0
3090,2025-05-07 16:10:00.301,heart_rate,81,0.0
3091,2025-05-07 16:10:00.302,heart_rate,80,0.0
3092,2025-05-07 16:10:00.303,heart_rate,79,0.0
3093,2025-05-07 16:10:00.304,heart_rate,79,0.0
3094,2025-05-07 16:10:00.305,heart_rate,79,0.0
3095,2025-05-07 16:10:00.306,heart_rate,81,0.0
3096,2025-05-07 16:10:00.307,heart_rate,84,0.0
3097,2025-05-07 16:10:00.311,heart_rate,86,0.0
3098,2025-05-07 16:10:00.312,heart_rate,86,0.0
3099,2025-05-07 16:10:00.314,heart_rate,87,0.0
3100,2025-05-07 16:10:00.315,heart_rate,88,0.0
3101,2025-05-07 16:10:00.317,heart_rate,86,0.0
3102,2025-05-07 16:10:00.318,heart_rate,85,0.0
3103,2025-05-07 16:10:00.319,heart_rate,83,0.0
3104,2025-05-07 16:10:00.320,heart_rate,80,0.0
3105,2025-05-07 16:10:00.321,heart_rate,80,0.0
3106,2025-05-07 16:10:00.321,heart_rate,80,0.0
3107,2025-05-07 16:10:00.322,heart_rate,81,0.0
3108,2025-05-07 16:10:00.323,heart_rate,81,0.0
3109,2025-05-07 16:10:00.324,heart_rate,0,0.0
3110,2025-05-07 16:10:00.325,heart_rate,83,0.0
3111,2025-05-07 16:10:00.326,heart_rate,83,0.0
3112,2025-05-07 16:10:00.327,heart_rate,81,0.0
3113,2025-05-07 16:10:00.328,heart_rate,80,0.0
3114,2025-05-07 16:10:00.329,heart_rate,78,0.0
3115,2025-05-07 16:10:00.330,heart_rate,77,0.0
3116,2025-05-07 16:10:00.331,heart_rate,75,0.0
3117,2025-05-07 16:10:00.332,heart_rate,76,0.0
3118,2025-05-07 16:10:00.333,heart_rate,76,0.0
3119,2025-05-07 16:10:00.333,heart_rate,76,0.0
3120,2025-05-07 16:10:00.334,heart_rate,76,0.0
3121,2025-05-07 16:10:00.335,heart_rate,76,0.0
3122,2025-05-07 16:10:00.336,heart_rate,77,0.0
3123,2025-05-07 16:10:00.337,heart_rate,78,0.0
3124,2025-05-07 16:10:00.338,heart_rate,78,0.0
3125,2025-05-07 16:10:00.339,heart_rate,77,0.0
3126,2025-05-07 16:10:00.339,heart_rate,78,0.0
3127,2025-05-07 16:10:00.340,heart_rate,80,0.0
3128,2025-05-07 16:10:00.341,heart_rate,81,0.0
3129,2025-05-07 16:10:00.342,heart_rate,82,0.0
3130,2025-05-07 16:10:00.343,heart_rate,81,0.0
3131,2025-05-07 16:10:00.344,heart_rate,80,0.0
3132,2025-05-07 16:10:00.345,heart_rate,80,0.0
3133,2025-05-07 16:10:00.346,heart_rate,79,0.0
3134,2025-05-07 16:10:00.346,heart_rate,79,0.0
3135,2025-05-07 16:10:00.347,heart_rate,79,0.0
3136,2025-05-07 16:10:00.348,heart_rate,78,0.0
3137,2025-05-07 16:10:00.349,heart_rate,80,0.0
3138,2025-05-07 16:10:00.350,heart_rate,79,0.0
3139,2025-05-07 16:10:00.351,heart_rate,77,0.0
3140,2025-05-07 16:10:01.274,heart_rate,82,0.0
3141,2025-05-07 16:10:02.275,heart_rate,76,0.0
3142,2025-05-07 16:15:47.987,heart_rate,74,0.0
3143,2025-05-07 16:15:48.987,heart_rate,0,0.0
3144,2025-05-07 16:15:49.987,heart_rate,0,0.0
3145,2025-05-07 16:15:51.019,heart_rate,0,0.0
3146,2025-05-07 16:15:51.991,heart_rate,0,0.0
3147,2025-05-07 16:15:52.990,heart_rate,0,0.0
3148,2025-05-07 16:15:53.993,heart_rate,0,0.0
3149,2025-05-07 16:16:00.066,heart_rate,0,0.0
3150,2025-05-07 16:16:00.067,heart_rate,0,0.0
3151,2025-05-07 16:16:00.069,heart_rate,0,0.0
3152,2025-05-07 16:16:00.070,heart_rate,0,0.0
3153,2025-05-07 16:16:00.071,heart_rate,0,0.0
3154,2025-05-07 16:16:00.072,heart_rate,0,0.0
3155,2025-05-07 16:16:01.029,heart_rate,0,0.0
3156,2025-05-07 16:16:31.206,heart_rate,0,0.0
3157,2025-05-07 16:16:31.208,heart_rate,0,0.0
3158,2025-05-07 16:16:31.208,heart_rate,86,0.0
3159,2025-05-07 16:16:31.209,heart_rate,86,0.0
3160,2025-05-07 16:16:31.209,heart_rate,86,0.0
3161,2025-05-07 16:16:31.209,heart_rate,87,0.0
3162,2025-05-07 16:16:31.210,heart_rate,88,0.0
3163,2025-05-07 16:16:31.210,heart_rate,90,0.0
3164,2025-05-07 16:16:31.210,heart_rate,92,0.0
3165,2025-05-07 16:16:31.211,heart_rate,93,0.0
3166,2025-05-07 16:16:31.223,heart_rate,93,0.0
3167,2025-05-07 16:16:31.226,heart_rate,91,0.0
3168,2025-05-07 16:16:31.227,heart_rate,90,0.0
3169,2025-05-07 16:16:31.228,heart_rate,91,0.0
3170,2025-05-07 16:16:31.228,heart_rate,92,0.0
3171,2025-05-07 16:16:31.228,heart_rate,92,0.0
3172,2025-05-07 16:16:31.229,heart_rate,90,0.0
3173,2025-05-07 16:16:31.229,heart_rate,89,0.0
3174,2025-05-07 16:16:31.229,heart_rate,89,0.0
3175,2025-05-07 16:16:31.230,heart_rate,88,0.0
3176,2025-05-07 16:16:31.230,heart_rate,90,0.0
3177,2025-05-07 16:16:31.231,heart_rate,91,0.0
3178,2025-05-07 16:16:31.231,heart_rate,90,0.0
3179,2025-05-07 16:16:31.232,heart_rate,89,0.0
3180,2025-05-07 16:16:31.234,heart_rate,89,0.0
3181,2025-05-07 16:16:31.235,heart_rate,89,0.0
3182,2025-05-07 16:16:31.236,heart_rate,90,0.0
3183,2025-05-07 16:16:31.236,heart_rate,89,0.0
3184,2025-05-07 16:16:31.236,heart_rate,0,0.0
3185,2025-05-07 16:16:31.237,heart_rate,88,0.0
3186,2025-05-07 16:16:32.208,heart_rate,87,0.0
3187,2025-05-07 16:16:33.210,heart_rate,88,0.0
3188,2025-05-07 16:16:34.212,heart_rate,89,0.0
3189,2025-05-07 16:16:35.214,heart_rate,88,0.0
3190,2025-05-07 16:16:36.214,heart_rate,87,0.0
3191,2025-05-07 16:16:37.218,heart_rate,86,0.0
3192,2025-05-07 16:16:38.219,heart_rate,85,0.0
3193,2025-05-07 16:16:39.221,heart_rate,83,0.0
3194,2025-05-07 16:16:40.222,heart_rate,85,0.0
3195,2025-05-07 16:16:41.225,heart_rate,86,0.0
3196,2025-05-07 16:17:00.349,heart_rate,86,0.0
3197,2025-05-07 16:17:00.356,heart_rate,86,0.0
3198,2025-05-07 16:17:00.371,heart_rate,84,0.0
3199,2025-05-07 16:17:00.372,heart_rate,84,0.0
3200,2025-05-07 16:17:00.373,heart_rate,85,0.0
3201,2025-05-07 16:17:00.374,heart_rate,85,0.0
3202,2025-05-07 16:17:00.375,heart_rate,85,0.0
3203,2025-05-07 16:17:00.376,heart_rate,88,0.0
3204,2025-05-07 16:17:00.376,heart_rate,88,0.0
3205,2025-05-07 16:17:00.377,heart_rate,87,0.0
3206,2025-05-07 16:17:00.378,heart_rate,88,0.0
3207,2025-05-07 16:17:00.379,heart_rate,90,0.0
3208,2025-05-07 16:17:00.380,heart_rate,93,0.0
3209,2025-05-07 16:17:00.381,heart_rate,93,0.0
3210,2025-05-07 16:17:00.383,heart_rate,93,0.0
3211,2025-05-07 16:17:00.385,heart_rate,92,0.0
3212,2025-05-07 16:17:00.393,heart_rate,91,0.0
3213,2025-05-07 16:17:00.396,heart_rate,91,0.0
3214,2025-05-07 16:17:00.403,heart_rate,89,0.0
3215,2025-05-07 16:17:01.334,heart_rate,88,0.0
3216,2025-05-07 16:17:02.337,heart_rate,87,0.0
3217,2025-05-07 16:17:03.341,heart_rate,86,0.0
3218,2025-05-07 16:17:04.337,heart_rate,87,0.0
3219,2025-05-07 16:17:06.347,heart_rate,87,0.0
3220,2025-05-07 16:17:06.353,heart_rate,0,0.0
3221,2025-05-07 16:17:07.350,heart_rate,87,0.0
3222,2025-05-07 16:17:08.352,heart_rate,87,0.0
3223,2025-05-07 16:17:13.380,heart_rate,87,0.0
3224,2025-05-07 16:17:13.387,heart_rate,89,0.0
3225,2025-05-07 16:17:13.391,heart_rate,89,0.0
3226,2025-05-07 16:17:13.395,heart_rate,88,0.0
3227,2025-05-07 16:17:13.400,heart_rate,90,0.0
3228,2025-05-07 16:17:15.390,heart_rate,91,0.0
3229,2025-05-07 16:17:15.401,heart_rate,91,0.0
3230,2025-05-07 16:17:16.389,heart_rate,92,0.0
3231,2025-05-07 16:17:17.391,heart_rate,95,0.0
3232,2025-05-07 16:17:18.394,heart_rate,96,0.0
3233,2025-05-07 16:17:19.392,heart_rate,96,0.0
3234,2025-05-07 16:17:20.396,heart_rate,94,0.0
3235,2025-05-07 16:17:21.396,heart_rate,94,0.0
3236,2025-05-07 16:17:22.381,heart_rate,94,0.0
3237,2025-05-07 16:17:23.382,heart_rate,93,0.0
3238,2025-05-07 16:17:24.382,heart_rate,93,0.0
3239,2025-05-07 16:17:25.386,heart_rate,94,0.0
3240,2025-05-07 16:17:27.382,heart_rate,94,0.0
3241,2025-05-07 16:17:27.384,heart_rate,94,0.0
3242,2025-05-07 16:17:28.392,heart_rate,93,0.0
3243,2025-05-07 16:17:29.393,heart_rate,92,0.0
3244,2025-05-07 16:17:30.392,heart_rate,92,0.0
3245,2025-05-07 16:17:31.397,heart_rate,91,0.0
3246,2025-05-07 16:17:32.396,heart_rate,91,0.0
3247,2025-05-07 16:17:33.398,heart_rate,91,0.0
3248,2025-05-07 16:17:34.402,heart_rate,89,0.0
3249,2025-05-07 16:17:36.410,heart_rate,88,0.0
3250,2025-05-07 16:17:36.415,heart_rate,87,0.0
3251,2025-05-07 16:17:37.411,heart_rate,85,0.0
3252,2025-05-07 16:17:58.537,heart_rate,86,0.0
3253,2025-05-07 16:17:58.537,heart_rate,87,0.0
3254,2025-05-07 16:17:58.538,heart_rate,88,0.0
3255,2025-05-07 16:17:58.538,heart_rate,89,0.0
3256,2025-05-07 16:17:58.539,heart_rate,90,0.0
3257,2025-05-07 16:17:58.539,heart_rate,90,0.0
3258,2025-05-07 16:17:58.539,heart_rate,91,0.0
3259,2025-05-07 16:17:58.540,heart_rate,91,0.0
3260,2025-05-07 16:17:58.540,heart_rate,91,0.0
3261,2025-05-07 16:17:58.540,heart_rate,92,0.0
3262,2025-05-07 16:17:58.541,heart_rate,92,0.0
3263,2025-05-07 16:17:58.541,heart_rate,92,0.0
3264,2025-05-07 16:17:58.541,heart_rate,91,0.0
3265,2025-05-07 16:17:58.542,heart_rate,90,0.0
3266,2025-05-07 16:17:58.542,heart_rate,89,0.0
3267,2025-05-07 16:17:58.542,heart_rate,88,0.0
3268,2025-05-07 16:17:58.543,heart_rate,88,0.0
3269,2025-05-07 16:17:58.543,heart_rate,89,0.0
3270,2025-05-07 16:17:58.543,heart_rate,89,0.0
3271,2025-05-07 16:17:58.544,heart_rate,90,0.0
3272,2025-05-07 16:17:58.544,heart_rate,0,0.0
3273,2025-05-07 16:17:59.533,heart_rate,0,0.0
3274,2025-05-07 16:18:00.531,heart_rate,0,0.0
3275,2025-05-07 16:18:01.610,heart_rate,0,0.0
3276,2025-05-07 16:18:03.562,heart_rate,90,0.0
3277,2025-05-07 16:18:03.563,heart_rate,90,0.0
3278,2025-05-07 16:18:04.544,heart_rate,91,0.0
3279,2025-05-07 16:18:05.547,heart_rate,93,0.0
3280,2025-05-07 16:18:06.578,heart_rate,94,0.0
3281,2025-05-07 16:18:07.551,heart_rate,95,0.0
3282,2025-05-07 16:18:08.142,steps,10762,0.0
3283,2025-05-07 16:18:08.553,heart_rate,97,0.0
3284,2025-05-07 16:18:08.614,steps,10763,0.0
3285,2025-05-07 16:18:09.364,steps,10765,0.0
3286,2025-05-07 16:18:09.557,heart_rate,99,0.0
3287,2025-05-07 16:18:10.557,heart_rate,100,0.0
3288,2025-05-07 16:18:11.567,heart_rate,101,0.0
3289,2025-05-07 16:18:11.687,steps,10765,0.0
3290,2025-05-07 16:18:12.570,heart_rate,100,0.0
3291,2025-05-07 16:18:13.572,heart_rate,98,0.0
3292,2025-05-07 16:18:14.571,heart_rate,98,0.0
3293,2025-05-07 16:18:15.640,heart_rate,99,0.0
3294,2025-05-07 16:18:16.577,heart_rate,101,0.0
3295,2025-05-07 16:18:17.581,heart_rate,102,0.0
3296,2025-05-07 16:18:19.650,heart_rate,100,0.0
3297,2025-05-07 16:18:19.661,heart_rate,99,0.0
3298,2025-05-07 16:18:20.586,heart_rate,99,0.0
3299,2025-05-07 16:18:25.621,heart_rate,98,0.0
3300,2025-05-07 16:18:25.622,heart_rate,0,0.0
3301,2025-05-07 16:18:25.623,heart_rate,0,0.0
3302,2025-05-07 16:18:25.624,heart_rate,0,0.0
3303,2025-05-07 16:18:25.625,heart_rate,0,0.0
3304,2025-05-07 16:18:26.611,heart_rate,0,0.0
3305,2025-05-07 16:18:27.620,heart_rate,0,0.0
3306,2025-05-07 16:18:28.622,heart_rate,0,0.0
3307,2025-05-07 16:18:29.624,heart_rate,0,0.0
3308,2025-05-07 16:18:30.628,heart_rate,98,0.0
3309,2025-05-07 16:18:31.628,heart_rate,98,0.0
3310,2025-05-07 16:18:32.636,heart_rate,97,0.0
3311,2025-05-07 16:18:33.626,heart_rate,0,0.0
3312,2025-05-07 16:18:34.635,heart_rate,0,0.0
3313,2025-05-07 16:18:35.636,heart_rate,0,0.0
3314,2025-05-07 16:18:36.631,heart_rate,0,0.0
3315,2025-05-07 16:18:37.640,heart_rate,0,0.0
3316,2025-05-07 16:18:38.642,heart_rate,0,0.0
3317,2025-05-07 16:18:39.643,heart_rate,0,0.0
3318,2025-05-07 16:18:40.646,heart_rate,0,0.0
3319,2025-05-07 16:18:41.644,heart_rate,0,0.0
3320,2025-05-07 16:18:42.649,heart_rate,0,0.0
3321,2025-05-07 16:18:43.652,heart_rate,0,0.0
3322,2025-05-07 16:18:44.654,heart_rate,0,0.0
3323,2025-05-07 16:18:45.657,heart_rate,0,0.0
3324,2025-05-07 16:18:46.656,heart_rate,0,0.0
3325,2025-05-07 16:19:52.046,heart_rate,0,0.0
3326,2025-05-07 16:19:52.057,heart_rate,0,0.0
3327,2025-05-07 16:19:52.058,heart_rate,0,0.0
3328,2025-05-07 16:19:52.058,heart_rate,0,0.0
3329,2025-05-07 16:19:52.059,heart_rate,0,0.0
3330,2025-05-07 16:19:52.060,heart_rate,0,0.0
3331,2025-05-07 16:19:52.060,heart_rate,0,0.0
3332,2025-05-07 16:19:52.061,heart_rate,0,0.0
3333,2025-05-07 16:19:52.066,heart_rate,0,0.0
3334,2025-05-07 16:19:52.067,heart_rate,0,0.0
3335,2025-05-07 16:19:52.069,heart_rate,0,0.0
3336,2025-05-07 16:19:52.071,heart_rate,0,0.0
3337,2025-05-07 16:19:52.072,heart_rate,0,0.0
3338,2025-05-07 16:19:52.073,heart_rate,0,0.0
3339,2025-05-07 16:19:52.075,heart_rate,0,0.0
3340,2025-05-07 16:19:52.076,heart_rate,0,0.0
3341,2025-05-07 16:19:52.077,heart_rate,0,0.0
3342,2025-05-07 16:19:52.078,heart_rate,0,0.0
3343,2025-05-07 16:19:52.080,heart_rate,0,0.0
3344,2025-05-07 16:19:52.081,heart_rate,0,0.0
3345,2025-05-07 16:19:52.081,heart_rate,0,0.0
3346,2025-05-07 16:19:52.082,heart_rate,0,0.0
3347,2025-05-07 16:19:52.083,heart_rate,0,0.0
3348,2025-05-07 16:19:52.084,heart_rate,0,0.0
3349,2025-05-07 16:19:52.085,heart_rate,0,0.0
3350,2025-05-07 16:19:52.086,heart_rate,0,0.0
3351,2025-05-07 16:19:52.086,heart_rate,0,0.0
3352,2025-05-07 16:19:52.087,heart_rate,0,0.0
3353,2025-05-07 16:19:52.088,heart_rate,0,0.0
3354,2025-05-07 16:19:52.089,heart_rate,0,0.0
3355,2025-05-07 16:19:52.090,heart_rate,0,0.0
3356,2025-05-07 16:19:52.090,heart_rate,0,0.0
3357,2025-05-07 16:19:52.091,heart_rate,0,0.0
3358,2025-05-07 16:19:52.092,heart_rate,0,0.0
3359,2025-05-07 16:19:52.093,heart_rate,0,0.0
3360,2025-05-07 16:19:52.094,heart_rate,0,0.0
3361,2025-05-07 16:19:52.095,heart_rate,0,0.0
3362,2025-05-07 16:19:52.095,heart_rate,0,0.0
3363,2025-05-07 16:19:52.096,heart_rate,0,0.0
3364,2025-05-07 16:19:52.097,heart_rate,0,0.0
3365,2025-05-07 16:19:52.098,heart_rate,0,0.0
3366,2025-05-07 16:19:52.099,heart_rate,0,0.0
3367,2025-05-07 16:19:52.099,heart_rate,0,0.0
3368,2025-05-07 16:19:52.100,heart_rate,0,0.0
3369,2025-05-07 16:19:52.101,heart_rate,0,0.0
3370,2025-05-07 16:19:52.102,heart_rate,0,0.0
3371,2025-05-07 16:19:52.103,heart_rate,0,0.0
3372,2025-05-07 16:19:52.103,heart_rate,0,0.0
3373,2025-05-07 16:19:52.104,heart_rate,0,0.0
3374,2025-05-07 16:19:52.105,heart_rate,0,0.0
3375,2025-05-07 16:19:52.106,heart_rate,0,0.0
3376,2025-05-07 16:19:52.107,heart_rate,0,0.0
3377,2025-05-07 16:19:52.107,heart_rate,0,0.0
3378,2025-05-07 16:19:52.108,heart_rate,0,0.0
3379,2025-05-07 16:19:52.109,heart_rate,0,0.0
3380,2025-05-07 16:19:52.110,heart_rate,0,0.0
3381,2025-05-07 16:19:52.111,heart_rate,0,0.0
3382,2025-05-07 16:19:52.111,heart_rate,0,0.0
3383,2025-05-07 16:19:52.112,heart_rate,0,0.0
3384,2025-05-07 16:19:52.113,heart_rate,0,0.0
3385,2025-05-07 16:19:52.114,heart_rate,0,0.0
3386,2025-05-07 16:19:52.115,heart_rate,0,0.0
3387,2025-05-07 16:19:52.116,heart_rate,0,0.0
3388,2025-05-07 16:19:52.116,heart_rate,0,0.0
3389,2025-05-07 16:19:52.117,heart_rate,0,0.0
3390,2025-05-07 16:19:53.056,heart_rate,0,0.0
3391,2025-05-07 16:20:40.363,heart_rate,0,0.0
3392,2025-05-07 16:20:40.375,heart_rate,0,0.0
3393,2025-05-07 16:20:40.381,heart_rate,0,0.0
3394,2025-05-07 16:20:40.384,heart_rate,0,0.0
3395,2025-05-07 16:20:40.386,heart_rate,0,0.0
3396,2025-05-07 16:20:40.388,heart_rate,0,0.0
3397,2025-05-07 16:20:40.391,heart_rate,0,0.0
3398,2025-05-07 16:20:40.394,heart_rate,0,0.0
3399,2025-05-07 16:20:40.396,heart_rate,0,0.0
3400,2025-05-07 16:20:40.401,heart_rate,0,0.0
3401,2025-05-07 16:20:40.404,heart_rate,0,0.0
3402,2025-05-07 16:20:40.408,heart_rate,0,0.0
3403,2025-05-07 16:20:40.412,heart_rate,0,0.0
3404,2025-05-07 16:20:40.415,heart_rate,0,0.0
3405,2025-05-07 16:20:40.418,heart_rate,0,0.0
3406,2025-05-07 16:20:40.421,heart_rate,0,0.0
3407,2025-05-07 16:20:40.424,heart_rate,0,0.0
3408,2025-05-07 16:20:40.427,heart_rate,0,0.0
3409,2025-05-07 16:20:40.429,heart_rate,0,0.0
3410,2025-05-07 16:20:40.432,heart_rate,0,0.0
3411,2025-05-07 16:20:40.435,heart_rate,0,0.0
3412,2025-05-07 16:20:40.437,heart_rate,0,0.0
3413,2025-05-07 16:20:40.440,heart_rate,0,0.0
3414,2025-05-07 16:20:40.442,heart_rate,0,0.0
3415,2025-05-07 16:20:40.444,heart_rate,0,0.0
3416,2025-05-07 16:20:40.446,heart_rate,0,0.0
3417,2025-05-07 16:20:40.448,heart_rate,0,0.0
3418,2025-05-07 16:20:40.450,heart_rate,0,0.0
3419,2025-05-07 16:20:40.452,heart_rate,0,0.0
3420,2025-05-07 16:20:40.454,heart_rate,0,0.0
3421,2025-05-07 16:20:40.456,heart_rate,0,0.0
3422,2025-05-07 16:20:40.457,heart_rate,0,0.0
3423,2025-05-07 16:20:40.458,heart_rate,0,0.0
3424,2025-05-07 16:20:40.460,heart_rate,0,0.0
3425,2025-05-07 16:20:40.461,heart_rate,0,0.0
3426,2025-05-07 16:20:40.463,heart_rate,0,0.0
3427,2025-05-07 16:20:40.464,heart_rate,0,0.0
3428,2025-05-07 16:20:40.466,heart_rate,0,0.0
3429,2025-05-07 16:20:40.467,heart_rate,0,0.0
3430,2025-05-07 16:20:40.468,heart_rate,0,0.0
3431,2025-05-07 16:20:40.469,heart_rate,0,0.0
3432,2025-05-07 16:20:40.470,heart_rate,0,0.0
3433,2025-05-07 16:20:40.471,heart_rate,0,0.0
3434,2025-05-07 16:20:40.472,heart_rate,0,0.0
3435,2025-05-07 16:20:40.474,heart_rate,0,0.0
3436,2025-05-07 16:20:40.475,heart_rate,0,0.0
3437,2025-05-07 16:20:40.476,heart_rate,75,0.0
3438,2025-05-07 16:20:41.337,heart_rate,0,0.0
